beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score
Landlord,"Timothy Taylor's","Pale Ale - English",4.3,0,,,,,,,,3.25,"2015-10-03 14:31:21",https://untappd.com/c/231306597,https://untappd.com/beer/8676,https://untappd.com/brewery/2386,England,Keighley,"West Yorkshire",,,,231306597,8676,2386,,3.56,3.56
"King Goblin","Wychwood Brewery","Strong Ale - English",6.6,0,,,,,,,,3.25,"2015-10-03 21:45:25",https://untappd.com/c/231537937,https://untappd.com/beer/15490,https://untappd.com/brewery/1376,England,Witney,Oxfordshire,,,,231537937,15490,1376,,3.65,3.65
"Wolf Rock","Sharp's Brewery","IPA - Red",4.8,35,,,,,,,,3.5,"2015-10-04 02:55:02",https://untappd.com/c/231793825,https://untappd.com/beer/799468,https://untappd.com/brewery/1994,England,Rock,Cornwall,,,,231793825,799468,1994,,3.45,3.46
"Abbot Reserve","Greene King","Winter Warmer",6.5,0,"Dont judge me for drinking green king. I already feel bad.","The Square Sail (Wetherspoon)",Lincoln,Lincolnshire,"United Kingdom",53.2284,-0.544106,2.25,"2015-10-08 22:26:19",https://untappd.com/c/232943165,https://untappd.com/beer/12266,https://untappd.com/brewery/612,England,"Bury St Edmunds",Suffolk,,,,232943165,12266,612,,3.64,3.64
"5AM Saint",BrewDog,"Red Ale - American Amber / Red",5,35,,"The Square Sail (Wetherspoon)",Lincoln,Lincolnshire,"United Kingdom",53.2284,-0.544106,3,"2015-10-08 22:26:35",https://untappd.com/c/232943286,https://untappd.com/beer/6976,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,232943286,6976,241,,3.64,3.64
Landlord,"Timothy Taylor's","Pale Ale - English",4.3,0,,,,,,,,3.25,"2015-10-09 00:24:21",https://untappd.com/c/232990316,https://untappd.com/beer/8676,https://untappd.com/brewery/2386,England,Keighley,"West Yorkshire",,,,232990316,8676,2386,,3.56,3.56
"#MashTag 2015",BrewDog,"Barleywine - English",10,85,"Excwlent barley wine. Tad dark but excellent hop varieties. Good vanila and cocoa hints","The Strait and Narrow",Lincoln,Lincolnshire,"United Kingdom",53.2318,-0.539185,3.25,"2015-10-09 00:54:54",https://untappd.com/c/233006049,https://untappd.com/beer/1169811,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,233006049,1169811,241,,3.93,3.92
Boltmaker,"Timothy Taylor's","English Bitter",4,0,"First drink since my wisdom tooth infection and cold",,,,,,,3.75,"2015-10-14 18:35:16",https://untappd.com/c/235025785,https://untappd.com/beer/249385,https://untappd.com/brewery/2386,England,Keighley,"West Yorkshire",,,,235025785,249385,2386,,3.55,3.55
"Lincoln Gold","Lincolnshire Craft Beers","Golden Ale",4,0,,,,,,,,4,"2015-10-15 19:40:31",https://untappd.com/c/235253678,https://untappd.com/beer/338743,https://untappd.com/brewery/58642,England,Barnetby,"DN38 6AA",,,,235253678,338743,58642,,3.34,3.42
"5AM Saint",BrewDog,"Red Ale - American Amber / Red",5,35,,"The Swan - Students' Union Bar",Lincoln,Lincolnshire,"United Kingdom",53.2291,-0.54836,3,"2015-10-15 19:41:04",https://untappd.com/c/235253754,https://untappd.com/beer/6976,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,235253754,6976,241,,3.64,3.64
Duvel,"Duvel Moortgat","Belgian Strong Golden Ale",8.5,33,,"The Swan - Students' Union Bar",Lincoln,Lincolnshire,"United Kingdom",53.2291,-0.54836,3.25,"2015-10-15 20:12:54",https://untappd.com/c/235260189,https://untappd.com/beer/6868,https://untappd.com/brewery/167,Belgium,Puurs,Antwerpen,,,,235260189,6868,167,,3.77,3.77
"Vedett Extra Blond","Duvel Moortgat","Lager - Pale",5.2,26,,"The Swan - Students' Union Bar",Lincoln,Lincolnshire,"United Kingdom",53.2291,-0.54836,3.25,"2015-10-15 22:02:20",https://untappd.com/c/235286437,https://untappd.com/beer/8653,https://untappd.com/brewery/167,Belgium,Puurs,Antwerpen,,,,235286437,8653,167,,3.28,3.28
"Imp Stout","Lincolnshire Craft Beers","Stout - Other",4.8,0,,"Ritz (Wetherspoon)",Lincoln,Lincolnshire,"United Kingdom",53.2243,-0.543221,2.5,"2015-10-15 23:19:35",https://untappd.com/c/235312540,https://untappd.com/beer/392247,https://untappd.com/brewery/58642,England,Barnetby,"DN38 6AA",,,,235312540,392247,58642,,3.38,3.57
"The Duke","Dukeries Brewery","English Bitter",4.5,0,,"Ritz (Wetherspoon)",Lincoln,Lincolnshire,"United Kingdom",53.2243,-0.543221,2.5,"2015-10-17 16:16:48",https://untappd.com/c/235991280,https://untappd.com/beer/829492,https://untappd.com/brewery/70440,England,Worksop,"Nottinghamshire, S81 0TP",,,,235991280,829492,70440,,3.21,3.57
"John Bull Stout","Maxim Brewery","Stout - Other",5,0,,,,,,,,2.5,"2015-10-17 16:26:07",https://untappd.com/c/235993786,https://untappd.com/beer/1272444,https://untappd.com/brewery/28891,England,Houghton-Le-Spring,"County Durham",,,,235993786,1272444,28891,,3.5,3.56
Bengali,"Sixpoint Brewery","IPA - American",6.6,66,,"Ritz (Wetherspoon)",Lincoln,Lincolnshire,"United Kingdom",53.2243,-0.543221,3,"2015-10-17 17:52:25",https://untappd.com/c/236026826,https://untappd.com/beer/691381,https://untappd.com/brewery/1149,"United States",Brooklyn,NY,,,,236026826,691381,1149,,3.74,3.74
"The Tight Five","White Horse Brewery",Rauchbier,4.5,0,,,,,,,,2,"2015-10-17 17:53:31",https://untappd.com/c/236027203,https://untappd.com/beer/992493,https://untappd.com/brewery/2678,England,Stanford-in-the-Vale,Oxfordshire,,,,236027203,992493,2678,,3.17,3.4
Bengali,"Sixpoint Brewery","IPA - American",6.6,66,,,,,,,,3,"2015-10-17 20:07:20",https://untappd.com/c/236120125,https://untappd.com/beer/691381,https://untappd.com/brewery/1149,"United States",Brooklyn,NY,,,,236120125,691381,1149,,3.74,3.74
"Cooper's Vice",Wadworth,"English Bitter",5,0,,,,,,,,3,"2015-10-17 20:07:56",https://untappd.com/c/236120566,https://untappd.com/beer/1273204,https://untappd.com/brewery/3465,England,Devizes,Wiltshire,,,,236120566,1273204,3465,,3.28,3.43
"Revisionist Green Hop Beer",Revisionist,"Pale Ale - English",4.5,0,,,,,,,,2.25,"2015-10-17 20:08:28",https://untappd.com/c/236121089,https://untappd.com/beer/1256271,https://untappd.com/brewery/279175,England,Wolverhampton,"WV1 4JT,",,,,236121089,1256271,279175,,3.11,3.35
"JDW Devils Backbone American IPA","J D Wetherspoon","IPA - American",5.2,0,,,,,,,,2,"2015-10-17 20:10:10",https://untappd.com/c/236122483,https://untappd.com/beer/823255,https://untappd.com/brewery/349614,England,Watford,"WD24 4QL",,,,236122483,823255,349614,,3.46,3.46
Jaipur,"Thornbridge Brewery","IPA - English",5.9,55,"Perfect with an indian",,,,,,,4,"2015-10-19 18:08:53",https://untappd.com/c/236953221,https://untappd.com/beer/7705,https://untappd.com/brewery/2047,England,Bakewell,Derbyshire,,,,236953221,7705,2047,,3.67,3.67
"Yorkshire Red","Marks & Spencer","Red Ale - American Amber / Red",4.1,0,,,,,,,,3,"2015-10-19 19:48:58",https://untappd.com/c/236966296,https://untappd.com/beer/1123481,https://untappd.com/brewery/242395,England,"City of London",London,,,,236966296,1123481,242395,,3.24,3.4
"Triple XB (XXXB)",Batemans,"Extra Special / Strong Bitter",4.8,0,,,,,,,,3.25,"2015-10-20 16:38:59",https://untappd.com/c/237133731,https://untappd.com/beer/34066,https://untappd.com/brewery/8151,England,"Wainfleet All Saints",Lincolnshire,,,,237133731,34066,8151,,3.43,3.45
"Greenwich Black IPA","Marks & Spencer","IPA - Black / Cascadian Dark Ale",5.7,0,,,,,,,,3.75,"2015-10-20 18:28:19",https://untappd.com/c/237144014,https://untappd.com/beer/467556,https://untappd.com/brewery/242395,England,"City of London",London,,,,237144014,467556,242395,,3.53,3.54
"Tap & Go","Woodforde's Ltd","IPA - English",5,0,,,,,,,,3.5,"2015-10-20 21:02:31",https://untappd.com/c/237168206,https://untappd.com/beer/1231733,https://untappd.com/brewery/1373,England,"Woodbastwick, Norwich",Norfolk,,,,237168206,1231733,1373,,3.3,3.46
7C's,"Titanic Brewery","Pale Ale - English",5,0,,"Ritz (Wetherspoon)",Lincoln,Lincolnshire,"United Kingdom",53.2243,-0.543221,3.5,"2015-10-20 21:17:28",https://untappd.com/c/237170894,https://untappd.com/beer/1242586,https://untappd.com/brewery/1709,England,Burslem,Staffordshire,,,,237170894,1242586,1709,,3.4,3.5
"Red Sails Cherry Porter","No. 18 Yard Brewhouse","Porter - English",4,0,"Tad thin","Ritz (Wetherspoon)",Lincoln,Lincolnshire,"United Kingdom",53.2243,-0.543221,2.75,"2015-10-20 21:31:59",https://untappd.com/c/237173437,https://untappd.com/beer/1111274,https://untappd.com/brewery/126910,England,Faversham,"ME13 7AX",,,,237173437,1111274,126910,,3.28,3.37
"Old Gold","Belhaven Brewery","Golden Ale",5,0,"Rather nice vanilla character, not really getting the oak or whisky. Tad to tart for my palate and the style.","Ritz (Wetherspoon)",Lincoln,Lincolnshire,"United Kingdom",53.2243,-0.543221,2.25,"2015-10-20 21:38:49",https://untappd.com/c/237174705,https://untappd.com/beer/1182498,https://untappd.com/brewery/98,Scotland,Dunbar,"East Lothian",,,,237174705,1182498,98,,3.21,3.35
"Doom Bar","Sharp's Brewery","English Bitter",4,20,,,,,,,,4,"2015-10-21 18:54:56",https://untappd.com/c/237355900,https://untappd.com/beer/7552,https://untappd.com/brewery/1994,England,Rock,Cornwall,,,,237355900,7552,1994,,3.43,3.43
"Doom Bar","Sharp's Brewery","English Bitter",4,20,"Testing new homebrew equipment",,,,,,,4,"2015-10-21 18:55:01",https://untappd.com/c/237355961,https://untappd.com/beer/7552,https://untappd.com/brewery/1994,England,Rock,Cornwall,,,,237355961,7552,1994,https://untappd.s3.amazonaws.com/photo/2015_10_21/8598d4879ca8369860dc07833b79fa6b_raw.jpg,3.43,3.43
"Guinness Draught",Guinness,"Stout - Irish Dry",4.2,45,,,,,,,,2.25,"2015-10-22 15:23:51",https://untappd.com/c/237568769,https://untappd.com/beer/4473,https://untappd.com/brewery/49,Ireland,"St. James's Gate",Dublin,,,,237568769,4473,49,,3.79,3.79
"Dublin Porter",Guinness,"Porter - Other",3.8,30,,,,,,,,3.25,"2015-10-22 19:32:55",https://untappd.com/c/237599197,https://untappd.com/beer/800412,https://untappd.com/brewery/49,Ireland,"St. James's Gate",Dublin,,,,237599197,800412,49,,3.32,3.32
"West Indies Porter",Guinness,"Porter - Other",6,50,,"The Swan - Students' Union Bar",Lincoln,Lincolnshire,"United Kingdom",53.2291,-0.54836,3.75,"2015-10-22 19:54:23",https://untappd.com/c/237603631,https://untappd.com/beer/800349,https://untappd.com/brewery/49,Ireland,"St. James's Gate",Dublin,,,,237603631,800349,49,,3.59,3.59
"Guinness Golden Ale",Guinness,"Golden Ale",4.5,4,,"The Swan - Students' Union Bar",Lincoln,Lincolnshire,"United Kingdom",53.2291,-0.54836,2.25,"2015-10-22 22:03:36",https://untappd.com/c/237636295,https://untappd.com/beer/1021213,https://untappd.com/brewery/49,Ireland,"St. James's Gate",Dublin,,,,237636295,1021213,49,,3.26,3.27
"Old Boy","Oldershaw Beers","English Bitter",4.8,0,"Toffee caramel, well balanced and rather hoppy though for an old ale","The Swan - Students' Union Bar",Lincoln,Lincolnshire,"United Kingdom",53.2291,-0.54836,3,"2015-10-22 22:09:06",https://untappd.com/c/237637740,https://untappd.com/beer/92508,https://untappd.com/brewery/12459,England,Grantham,Lincolnshire,,,,237637740,92508,12459,,3.24,3.43
"5AM Saint",BrewDog,"Red Ale - American Amber / Red",5,35,,,,,,,,3,"2015-10-23 08:46:14",https://untappd.com/c/237837953,https://untappd.com/beer/6976,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,237837953,6976,241,,3.64,3.64
"5AM Saint",BrewDog,"Red Ale - American Amber / Red",5,35,,,,,,,,3,"2015-10-23 08:47:28",https://untappd.com/c/237838007,https://untappd.com/beer/6976,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,237838007,6976,241,,3.64,3.64
"Barnsley Bitter","Acorn Brewery","English Bitter",3.8,26,"Not as good as stancils but rather good. Malt, spicy notes with a lovely mild bitterness and challenger hops",,,,,,,3.5,"2015-10-26 20:26:02",https://untappd.com/c/239330271,https://untappd.com/beer/8991,https://untappd.com/brewery/2497,England,Barnsley,"South Yorkshire",,,,239330271,8991,2497,,3.43,3.44
"Jorvik Flaxen Blond Ale","Rudgate Brewery","Blonde Ale",3.8,0,,,,,,,,3.75,"2015-10-26 23:47:45",https://untappd.com/c/239381716,https://untappd.com/beer/32713,https://untappd.com/brewery/7469,England,Tockwith,"North Yorkshire",,,,239381716,32713,7469,,3.42,3.44
Landlord,"Timothy Taylor's","Pale Ale - English",4.3,0,,,,,,,,4.25,"2015-10-28 16:58:19",https://untappd.com/c/239691995,https://untappd.com/beer/8676,https://untappd.com/brewery/2386,England,Keighley,"West Yorkshire",,,,239691995,8676,2386,,3.56,3.56
"Ruby Mild","Rudgate Brewery","English Mild Ale",4.4,0,,,,,,,,3.5,"2015-10-28 17:49:04",https://untappd.com/c/239697546,https://untappd.com/beer/33032,https://untappd.com/brewery/7469,England,Tockwith,"North Yorkshire",,,,239697546,33032,7469,,3.55,3.55
"Greenwich Winter Spiced Porter","Marks & Spencer","Porter - Other",5.5,0,,,,,,,,2.25,"2015-10-29 12:08:27",https://untappd.com/c/239900358,https://untappd.com/beer/1256245,https://untappd.com/brewery/242395,England,"City of London",London,,,,239900358,1256245,242395,,3.33,3.36
Landlord,"Timothy Taylor's","Pale Ale - English",4.3,0,,,,,,,,4,"2015-10-29 12:09:13",https://untappd.com/c/239900372,https://untappd.com/beer/8676,https://untappd.com/brewery/2386,England,Keighley,"West Yorkshire",,,,239900372,8676,2386,,3.56,3.56
Landlord,"Timothy Taylor's","Pale Ale - English",4.3,0,,,,,,,,4,"2015-10-29 12:10:30",https://untappd.com/c/239900421,https://untappd.com/beer/8676,https://untappd.com/brewery/2386,England,Keighley,"West Yorkshire",,,,239900421,8676,2386,,3.56,3.56
"Old Codger","Lincolnshire Craft Beers","English Bitter",4,0,"Rather refreshing. Nice copper colour. Slightly dark fruit flavours, excellent biscuit flavours. Admiral and golding hops. Decent finish",,,,,,,3.5,"2015-10-31 17:48:16",https://untappd.com/c/240689370,https://untappd.com/beer/1023442,https://untappd.com/brewery/58642,England,Barnetby,"DN38 6AA",,,,240689370,1023442,58642,,3.36,3.59
"London Pride","Fuller, Smith & Turner ","English Bitter",4.1,0,,,,,,,,3.5,"2015-10-31 19:14:36",https://untappd.com/c/240738578,https://untappd.com/beer/2762,https://untappd.com/brewery/3296,England,London,"Greater London",,,,240738578,2762,3296,,3.42,3.42
Tiger,"Heineken Asia Pacific","Lager - Pale",5,18,,,,,,,,2.75,"2015-10-31 19:14:53",https://untappd.com/c/240738752,https://untappd.com/beer/7747,https://untappd.com/brewery/3097,Singapore,,,,,,240738752,7747,3097,,2.93,2.93
Landlord,"Timothy Taylor's","Pale Ale - English",4.3,0,,,,,,,,4.25,"2015-10-31 21:10:07",https://untappd.com/c/240820533,https://untappd.com/beer/8676,https://untappd.com/brewery/2386,England,Keighley,"West Yorkshire",,,,240820533,8676,2386,,3.56,3.56
"West Indies Porter",Guinness,"Porter - Other",6,50,,,,,,,,3.75,"2015-10-31 23:40:51",https://untappd.com/c/240943115,https://untappd.com/beer/800349,https://untappd.com/brewery/49,Ireland,"St. James's Gate",Dublin,,,,240943115,800349,49,,3.59,3.59
"Morland Old Spirited Hen","Greene King","English Bitter",4.7,0,"Complex nose. Toffee, caramel, apple. Sweet brown ale, very mellow flavour. To much toffee and apple on the finish.",,,,,,,2.5,"2015-11-02 20:13:32",https://untappd.com/c/241531919,https://untappd.com/beer/1305157,https://untappd.com/brewery/612,England,"Bury St Edmunds",Suffolk,,,,241531919,1305157,612,,2.9,3.19
"Guinness Draught",Guinness,"Stout - Irish Dry",4.2,45,,,,,,,,2.25,"2015-11-03 20:59:23",https://untappd.com/c/241712979,https://untappd.com/beer/4473,https://untappd.com/brewery/49,Ireland,"St. James's Gate",Dublin,,,,241712979,4473,49,,3.79,3.79
Admiral,"Mordue Brewery","Extra Special / Strong Bitter",4.8,0,"Nice and bitter. Decent finish lacks malt character.",,,,,,,,"2015-11-04 15:10:03",https://untappd.com/c/241865801,https://untappd.com/beer/1262520,https://untappd.com/brewery/889,England,Wallsend,"Tyne & Wear",,,,241865801,1262520,889,,3.27,3.48
"Ritz Reel Ale","Milestone Brewery","English Bitter",5,0,,,,,,,,3,"2015-11-04 20:51:44",https://untappd.com/c/241904513,https://untappd.com/beer/1223978,https://untappd.com/brewery/4173,England,"Newark on Trent",Nottinghamshire,,,,241904513,1223978,4173,,3.44,3.62
Landlord,"Timothy Taylor's","Pale Ale - English",4.3,0,,,,,,,,4.25,"2015-11-04 20:51:57",https://untappd.com/c/241904557,https://untappd.com/beer/8676,https://untappd.com/brewery/2386,England,Keighley,"West Yorkshire",,,,241904557,8676,2386,,3.56,3.56
"Budweiser Budvar B:ORIGINAL / Czechvar B:ORIGINAL","Budějovický Budvar","Pilsner - Czech",5,32,,,,,,,,2.75,"2015-11-08 03:01:00",https://untappd.com/c/243339577,https://untappd.com/beer/5385,https://untappd.com/brewery/245,"Czech Republic","České Budějovice",Jihozápad,,,,243339577,5385,245,,3.27,3.27
"Morland Old Crafty Hen","Greene King","Strong Ale - English",6.5,0,,,,,,,,2.75,"2015-11-08 03:01:33",https://untappd.com/c/243339944,https://untappd.com/beer/16054,https://untappd.com/brewery/612,England,"Bury St Edmunds",Suffolk,,,,243339944,16054,612,,3.55,3.55
"Old Codger","Lincolnshire Craft Beers","English Bitter",4,0,,,,,,,,3.5,"2015-11-09 19:46:00",https://untappd.com/c/243808475,https://untappd.com/beer/1023442,https://untappd.com/brewery/58642,England,Barnetby,"DN38 6AA",,,,243808475,1023442,58642,,3.36,3.59
"Law of the Land",Batemans,"Strong Ale - English",5.5,0,"Complex malt profile, dark fruits. Nice and warm but lacks strength for the style making it a tad thin.",,,,,,,2.75,"2015-11-09 19:49:55",https://untappd.com/c/243808963,https://untappd.com/beer/1031226,https://untappd.com/brewery/8151,England,"Wainfleet All Saints",Lincolnshire,,,,243808963,1031226,8151,,3.52,3.61
"London Pride","Fuller, Smith & Turner ","English Bitter",4.1,0,,,,,,,,3.5,"2015-11-13 17:08:40",https://untappd.com/c/244714030,https://untappd.com/beer/2762,https://untappd.com/brewery/3296,England,London,"Greater London",,,,244714030,2762,3296,,3.42,3.42
"Old Thumper","Ringwood Brewery","Extra Special / Strong Bitter",5.1,0,"Think Ringwood's gone down in quality over last year.",,,,,,,2.75,"2015-11-13 18:16:46",https://untappd.com/c/244730603,https://untappd.com/beer/6545,https://untappd.com/brewery/2495,England,Ringwood,Hampshire,,,,244730603,6545,2495,,3.43,3.44
Boltmaker,"Timothy Taylor's","English Bitter",4,0,,,,,,,,3.75,"2015-11-13 22:10:13",https://untappd.com/c/244824137,https://untappd.com/beer/249385,https://untappd.com/brewery/2386,England,Keighley,"West Yorkshire",,,,244824137,249385,2386,,3.55,3.55
Landlord,"Timothy Taylor's","Pale Ale - English",4.3,0,,,,,,,,4.25,"2015-11-13 22:11:01",https://untappd.com/c/244824544,https://untappd.com/beer/8676,https://untappd.com/brewery/2386,England,Keighley,"West Yorkshire",,,,244824544,8676,2386,,3.56,3.56
"Hoppy Christmas",BrewDog,"IPA - American",7.2,66,,"BrewDog Nottingham",Nottingham,Nottinghamshire,"United Kingdom",52.9541,-1.1437,3,"2015-11-15 18:29:55",https://untappd.com/c/245805124,https://untappd.com/beer/245413,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,245805124,245413,241,,3.82,3.82
"Adopt A Bastard",BrewDog,"Strong Ale - American",7.2,0,"Finally. Dark fruits, coffee, pine, earthy and sweet. Very bitter.","BrewDog Nottingham",Nottingham,Nottinghamshire,"United Kingdom",52.9541,-1.1437,2.5,"2015-11-15 19:06:51",https://untappd.com/c/245821153,https://untappd.com/beer/1276235,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,245821153,1276235,241,,3.72,3.71
"B Side: Milk Stout Nitro",BrewDog,"Stout - Milk / Sweet",4.7,0,,,,,,,,3.25,"2015-11-15 20:46:12",https://untappd.com/c/245868562,https://untappd.com/beer/1311833,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,245868562,1311833,241,,3.91,3.85
"Newcastle Brown Ale","John Smith's","Brown Ale - English",4.7,18,,"Rock City",Nottingham,Nottinghamshire,"United Kingdom",52.956,-1.15399,2.75,"2015-11-15 22:34:17",https://untappd.com/c/245920204,https://untappd.com/beer/5856,https://untappd.com/brewery/1816,England,Tadcaster,"North Yorkshire",,,,245920204,5856,1816,,3.4,3.4
"London Pride","Fuller, Smith & Turner ","English Bitter",4.1,0,,,,,,,,3.5,"2015-11-16 21:14:22",https://untappd.com/c/246106485,https://untappd.com/beer/2762,https://untappd.com/brewery/3296,England,London,"Greater London",,,,246106485,2762,3296,,3.42,3.42
"Morland Old Speckled Hen","Greene King","Extra Special / Strong Bitter",5,0,,,,,,,,2,"2015-11-16 21:18:00",https://untappd.com/c/246107026,https://untappd.com/beer/3121,https://untappd.com/brewery/612,England,"Bury St Edmunds",Suffolk,,,,246107026,3121,612,,3.36,3.36
"Peroni Nastro Azzurro","Birra Peroni","Lager - Euro",5.1,0,,,,,,,,3.25,"2015-11-16 21:18:31",https://untappd.com/c/246107108,https://untappd.com/beer/7427,https://untappd.com/brewery/1921,Italy,Roma,Roma,,,,246107108,7427,1921,,3.14,3.14
"Greene King IPA","Greene King","IPA - English",3.6,0,,,,,,,,2.5,"2015-11-16 21:19:18",https://untappd.com/c/246107240,https://untappd.com/beer/6716,https://untappd.com/brewery/612,England,"Bury St Edmunds",Suffolk,,,,246107240,6716,612,,2.84,2.85
"Jack Hammer",BrewDog,"IPA - American",7.2,250,,,,,,,,4,"2015-11-16 21:21:34",https://untappd.com/c/246107586,https://untappd.com/beer/196338,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,246107586,196338,241,,3.85,3.85
"Franziskaner Hefe-Weissbier Naturtrüb",Spaten-Franziskaner-Löwenbräu-Gruppe,Hefeweizen,5,12,,,,,,,,3.25,"2015-11-18 17:00:34",https://untappd.com/c/246450593,https://untappd.com/beer/14564,https://untappd.com/brewery/1176,Germany,München,,,,,246450593,14564,1176,,3.72,3.72
Landlord,"Timothy Taylor's","Pale Ale - English",4.3,0,,,,,,,,3.75,"2015-11-18 20:05:33",https://untappd.com/c/246474020,https://untappd.com/beer/8676,https://untappd.com/brewery/2386,England,Keighley,"West Yorkshire",,,,246474020,8676,2386,,3.56,3.56
Landlord,"Timothy Taylor's","Pale Ale - English",4.3,0,,,,,,,,4.25,"2015-11-20 19:46:33",https://untappd.com/c/246996537,https://untappd.com/beer/8676,https://untappd.com/brewery/2386,England,Keighley,"West Yorkshire",,,,246996537,8676,2386,,3.56,3.56
"Old Brewery Bitter","Samuel Smith","English Bitter",4,0,,,,,,,,3.5,"2015-11-20 21:03:48",https://untappd.com/c/247027697,https://untappd.com/beer/7026,https://untappd.com/brewery/1099,England,Tadcaster,"North Yorkshire",,,,247027697,7026,1099,,3.45,3.46
"Dark Mild","Samuel Smith","English Mild Ale",2.8,0,,,,,,,,2.5,"2015-11-20 21:04:15",https://untappd.com/c/247027905,https://untappd.com/beer/169799,https://untappd.com/brewery/1099,England,Tadcaster,"North Yorkshire",,,,247027905,169799,1099,,3.3,3.36
"Samuel Adams Boston Lager","Boston Beer Company","Lager - Vienna",5,30,,,,,,,,2.75,"2015-11-20 21:13:49",https://untappd.com/c/247032071,https://untappd.com/beer/3914,https://untappd.com/brewery/157,"United States",Boston,MA,,,,247032071,3914,157,,3.42,3.42
Landlord,"Timothy Taylor's","Pale Ale - English",4.3,0,,,,,,,,3.75,"2015-11-22 19:56:38",https://untappd.com/c/248072840,https://untappd.com/beer/8676,https://untappd.com/brewery/2386,England,Keighley,"West Yorkshire",,,,248072840,8676,2386,,3.56,3.56
Boltmaker,"Timothy Taylor's","English Bitter",4,0,,,,,,,,3.75,"2015-11-23 21:17:13",https://untappd.com/c/248345412,https://untappd.com/beer/249385,https://untappd.com/brewery/2386,England,Keighley,"West Yorkshire",,,,248345412,249385,2386,,3.55,3.55
"Distiller's Cask Range",Theakston,"Strong Ale - English",6.5,0,"Excellent mix of their string ale and scotch.",,,,,,,3.25,"2015-11-23 21:18:54",https://untappd.com/c/248345692,https://untappd.com/beer/1172032,https://untappd.com/brewery/2070,England,Masham,"North Yorkshire",,,,248345692,1172032,2070,,3.58,3.6
"Amber Bitter","Banks's Beer","English Bitter",3.8,0,,,,,,,,2,"2015-11-24 23:28:08",https://untappd.com/c/248579463,https://untappd.com/beer/21345,https://untappd.com/brewery/11798,England,Wolverhampton,"West Midlands Combined Authority",,,,248579463,21345,11798,,3.14,3.15
"West Indies Porter",Guinness,"Porter - Other",6,50,,,,,,,,3.75,"2015-11-24 23:29:02",https://untappd.com/c/248579742,https://untappd.com/beer/800349,https://untappd.com/brewery/49,Ireland,"St. James's Gate",Dublin,,,,248579742,800349,49,,3.59,3.59
"Old Codger","Lincolnshire Craft Beers","English Bitter",4,0,"Last bottle of this 20 year celebration ale.",,,,,,,3.5,"2015-11-27 19:02:18",https://untappd.com/c/249639210,https://untappd.com/beer/1023442,https://untappd.com/brewery/58642,England,Barnetby,"DN38 6AA",,,,249639210,1023442,58642,,3.36,3.59
"Sooty Stout","Nottingham Brewery","Stout - Other",4.8,0,,,,,,,,3.5,"2015-11-28 15:15:10",https://untappd.com/c/250129946,https://untappd.com/beer/146526,https://untappd.com/brewery/5011,England,Radford,Nottingham,,,,250129946,146526,5011,,3.72,3.69
"Duck's Courage","Dancing Duck","Extra Special / Strong Bitter",5,0,,,,,,,,2.5,"2015-11-28 15:18:46",https://untappd.com/c/250130558,https://untappd.com/beer/222849,https://untappd.com/brewery/7100,England,Derby,England,,,,250130558,222849,7100,,3.6,3.63
"Duck's Courage","Dancing Duck","Extra Special / Strong Bitter",5,0,,,,,,,,2.5,"2015-11-28 16:16:56",https://untappd.com/c/250142687,https://untappd.com/beer/222849,https://untappd.com/brewery/7100,England,Derby,England,,,,250142687,222849,7100,,3.6,3.63
Landlord,"Timothy Taylor's","Pale Ale - English",4.3,0,,,,,,,,3.75,"2015-12-01 13:33:09",https://untappd.com/c/251143158,https://untappd.com/beer/8676,https://untappd.com/brewery/2386,England,Keighley,"West Yorkshire",,,,251143158,8676,2386,,3.56,3.56
"Steep Hill Bitter","Cathedral Heights Brewery","English Bitter",4.3,0,"Christmas market",,,,,,,3,"2015-12-03 19:50:00",https://untappd.com/c/251591008,https://untappd.com/beer/903271,https://untappd.com/brewery/71042,England,"Bracebridge Heath, Lincoln","Lincolnshire, LN4 2FF",,,,251591008,903271,71042,,3.13,3.47
"Black Christmas","Ludlow Brewing Company","Stout - Other",4.5,0,"To thin.",,,,,,,2.75,"2015-12-03 23:16:04",https://untappd.com/c/251645821,https://untappd.com/beer/521932,https://untappd.com/brewery/10240,England,Ludlow,Shropshire,,,,251645821,521932,10240,,3.64,3.65
