beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score
"Desperados Original","Desperados NL","Lager - Pale",5.9,0,,"Tower Bar",Lincoln,Lincolnshire,"United Kingdom",53.227,-0.544297,3,"2015-05-21 22:00:34",https://untappd.com/c/184564115,https://untappd.com/beer/5997,https://untappd.com/brewery/1429,France,Schiltigheim,Bas-Rhin,,,,184564115,5997,1429,,3.15,3.16
"Riders On The Storm","Kelham Island Brewery","Golden Ale",4.5,0,,"Lincoln Drill Hall",Lincoln,Lincolnshire,"United Kingdom",53.2299,-0.537172,,"2015-05-22 14:44:46",https://untappd.com/c/184791928,https://untappd.com/beer/85179,https://untappd.com/brewery/6761,England,Sheffield,"South Yorkshire",,,,184791928,85179,6761,,3.45,3.48
"Damned Deceiver","Horncastle Ales","English Bitter",3.8,0,,"Lincoln Drill Hall",Lincoln,Lincolnshire,"United Kingdom",53.2299,-0.537172,3.25,"2015-05-22 15:12:58",https://untappd.com/c/184793951,https://untappd.com/beer/816152,https://untappd.com/brewery/155497,England,Horncastle,"Lincolnshire, LN9 5DX,",,,,184793951,816152,155497,,3.15,3.6
"Topaz Blonde","S&P Brewery","Golden Ale",3.7,0,,"Lincoln Drill Hall",Lincoln,Lincolnshire,"United Kingdom",53.2299,-0.537172,2.5,"2015-05-22 15:58:58",https://untappd.com/c/184798048,https://untappd.com/beer/1068183,https://untappd.com/brewery/83133,England,Norwich,Norfolk,,,,184798048,1068183,83133,,3.46,3.62
"Wolf Rock","Sharp's Brewery","IPA - Red",4.8,35,"To send me asleep",,,,,,,3.5,"2015-05-22 21:32:49",https://untappd.com/c/184894987,https://untappd.com/beer/799468,https://untappd.com/brewery/1994,England,Rock,Cornwall,,,,184894987,799468,1994,,3.45,3.46
"Bombardier Amber Beer (Glorious English Ale)","Eagle Brewery (formerly Charles Wells)","English Bitter",4.1,35,"Nice, malt . Pretty balanced","Tower Bar",Lincoln,Lincolnshire,"United Kingdom",53.227,-0.544297,2,"2015-05-26 17:31:14",https://untappd.com/c/186650953,https://untappd.com/beer/5101,https://untappd.com/brewery/1348,England,Bedford,Bedfordshire,,,,186650953,5101,1348,,3.44,3.44
"Bombardier Amber Beer (Glorious English Ale)","Eagle Brewery (formerly Charles Wells)","English Bitter",4.1,35,"Two pints its not that bad","Tower Bar",Lincoln,Lincolnshire,"United Kingdom",53.227,-0.544297,2,"2015-05-26 19:06:43",https://untappd.com/c/186661670,https://untappd.com/beer/5101,https://untappd.com/brewery/1348,England,Bedford,Bedfordshire,,,,186661670,5101,1348,,3.44,3.44
"Doom Bar","Sharp's Brewery","English Bitter",4,20,"Good old beer","Tower Bar",Lincoln,Lincolnshire,"United Kingdom",53.227,-0.544297,4,"2015-05-26 19:07:28",https://untappd.com/c/186661783,https://untappd.com/beer/7552,https://untappd.com/brewery/1994,England,Rock,Cornwall,,,,186661783,7552,1994,,3.43,3.43
"Icelandic Arctic Pale Ale","Einstök Ölgerð","Pale Ale - English",5.6,0,"Good taste of cascade. Well balanced nice hoppy taste well balanced malt. Would drink again","Litten Tree",Hampshire,Hampshire,"United Kingdom",50.7224,-1.8684,3.5,"2015-05-28 20:13:16",https://untappd.com/c/187096413,https://untappd.com/beer/99106,https://untappd.com/brewery/18816,Iceland,Akureyri,"Norðurland eystra",,,,187096413,99106,18816,https://untappd.s3.amazonaws.com/photo/2015_05_28/2a4f1c4e924e6b50947267dccc5af509_raw.jpg,3.54,3.54
"FIX Hellas","Olympic Brewery","Lager - Pale",5,0,"Great Greek lager ",,,,,,,2.5,"2015-05-28 21:02:04",https://untappd.com/c/187107159,https://untappd.com/beer/13276,https://untappd.com/brewery/3539,Greece,Ritsona,"Θεσσαλία - Στερεά Ελλάδα",,,,187107159,13276,3539,,2.91,2.92
Barnsey,"Bath Ales","Dark Ale",4.5,0,"Rather smooth, good balance nice hint of chocolate and crystal malts",,,,,,,3,"2015-05-29 21:33:17",https://untappd.com/c/187427372,https://untappd.com/beer/6249,https://untappd.com/brewery/1464,England,Bristol,Avon,,,,187427372,6249,1464,,3.46,3.47
"Manchester Star Ale","JW Lees and Co","Old Ale",7.3,0,"Great smell. Great taste some chocolate malt and roasted barley taste, good finish.",,,,,,,4,"2015-05-30 17:30:55",https://untappd.com/c/187836315,https://untappd.com/beer/526,https://untappd.com/brewery/727,England,Middleton,"Greater Manchester",,,,187836315,526,727,,3.58,3.59
Gem,"Bath Ales","English Bitter",4.1,0,"Good hop taste. Sweet bitter Balanced nice malted maris otter and excellent finish. Little dry",,,,,,,2.5,"2015-05-30 19:02:30",https://untappd.com/c/187885035,https://untappd.com/beer/6248,https://untappd.com/brewery/1464,England,Bristol,Avon,,,,187885035,6248,1464,,3.45,3.45
"Guinness Foreign Extra Stout",Guinness,"Stout - Foreign / Export",7.5,47,"Strong. Very defined, good roasted taste. Not my personal taste but very good",,,,,,,2.5,"2015-05-30 20:55:29",https://untappd.com/c/187971820,https://untappd.com/beer/1199,https://untappd.com/brewery/49,Ireland,"St. James's Gate",Dublin,,,,187971820,1199,49,,3.68,3.68
Landlord,"Timothy Taylor's","Pale Ale - English",4.3,0,"Great beer as always. Nice hoppy flavour, strong malt flavour. Well balanced. Not as good as boltmaker though ;)",,,,,,,2.75,"2015-06-01 17:42:07",https://untappd.com/c/188757313,https://untappd.com/beer/8676,https://untappd.com/brewery/2386,England,Keighley,"West Yorkshire",,,,188757313,8676,2386,,3.56,3.56
Blonde,"Saltaire Brewery","Blonde Ale",4,0,"My favourite blonde. Nice crisp malt, hint of biscuit, nice hops bitterness with sweet fruit and a hint of spice. Well Balanced. Good finish",,,,,,,4.5,"2015-06-01 19:25:18",https://untappd.com/c/188769405,https://untappd.com/beer/35225,https://untappd.com/brewery/4276,England,Shipley,"West Yorkshire",,,,188769405,35225,4276,,3.49,3.49
Havercake,"Timothy Taylor's","English Bitter",4.7,0,"Well rounded bitter.",,,,,,,3.25,"2015-06-01 22:17:28",https://untappd.com/c/188797117,https://untappd.com/beer/328975,https://untappd.com/brewery/2386,England,Keighley,"West Yorkshire",,,,188797117,328975,2386,,3.42,3.48
"Bass Premium Ale","Bass Brewers","English Bitter",4.4,0,"Good old favourite bitter :) crisp, and well balanced. Makes a mean shandy",,,,,,,3.25,"2015-06-01 22:20:05",https://untappd.com/c/188797617,https://untappd.com/beer/266682,https://untappd.com/brewery/85,England,Shamlesbury,Lancashire,,,,188797617,266682,85,,3.28,3.3
"Punk IPA",BrewDog,"IPA - American",5.6,35,"Rich, crisp, interesting. Lots of fruity flavour orange, citrus,pine bitterness not my particular cup of tea. I feel a little to strong too","The Glass Blower  (Wetherspoon)",Castleford,,"United Kingdom",53.727,-1.35381,2.5,"2015-06-01 22:27:52",https://untappd.com/c/188799222,https://untappd.com/beer/5702,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,188799222,5702,241,,3.78,3.78
"Dublin Porter",Guinness,"Porter - Other",3.8,30,"Not bad",,,,,,,3,"2015-06-02 20:27:05",https://untappd.com/c/188968007,https://untappd.com/beer/800412,https://untappd.com/brewery/49,Ireland,"St. James's Gate",Dublin,,,,188968007,800412,49,,3.32,3.32
"Bud B:STRONG","Budějovický Budvar","Pilsner - Imperial / Double",7.5,0,"A little to strong for me",,,,,,,2.5,"2015-06-03 20:13:31",https://untappd.com/c/189175426,https://untappd.com/beer/11322,https://untappd.com/brewery/245,"Czech Republic","České Budějovice",Jihozápad,,,,189175426,11322,245,,3.24,3.27
"OAP Double IPA","Five Towns Brewery","IPA - Imperial / Double",9.6,0,"Local beer. Honestly one of the more unique beers I've ever had. Murky but orange,  nice hop, vanilla, slight pine bitterness and long finis",,,,,,,3.75,"2015-06-04 19:20:02",https://untappd.com/c/189420437,https://untappd.com/beer/953326,https://untappd.com/brewery/8911,England,Wakefield,"West Yorkshire",,,,189420437,953326,8911,,4.17,3.71
"Leeds Best","Leeds Brewery","English Bitter",4.3,0,"Crystal malt ❤  nice balance with the holding hops. strong pale bitter. Finish is a bit flat. Might have to steal that yeast for my beer",,,,,,,2.5,"2015-06-04 20:34:12",https://untappd.com/c/189436017,https://untappd.com/beer/8626,https://untappd.com/brewery/2354,England,Leeds,"West Yorkshire",,,,189436017,8626,2354,,3.39,3.42
"Mary Jane","Ilkley Brewery Co.","Pale Ale - English",3.5,0,"Fruity pale, hoppy and rich, not my favourite but worth a drink or two",,,,,,,2.25,"2015-06-04 21:25:32",https://untappd.com/c/189448454,https://untappd.com/beer/24152,https://untappd.com/brewery/6766,England,Ilkley,"West Yorkshire",,,,189448454,24152,6766,,3.44,3.45
"Joshua Jane","Ilkley Brewery Co.","English Bitter",3.7,0,"Great Yorkshire bitter. Well rounded and balanced. Nice malt, Decent finish.",,,,,,,2.75,"2015-06-04 21:27:08",https://untappd.com/c/189448883,https://untappd.com/beer/233732,https://untappd.com/brewery/6766,England,Ilkley,"West Yorkshire",,,,189448883,233732,6766,,3.36,3.39
"Joshua Jane","Ilkley Brewery Co.","English Bitter",3.7,0,,,,,,,,2.75,"2015-06-04 22:08:44",https://untappd.com/c/189460109,https://untappd.com/beer/233732,https://untappd.com/brewery/6766,England,Ilkley,"West Yorkshire",,,,189460109,233732,6766,,3.36,3.39
"Guinness Foreign Extra Stout",Guinness,"Stout - Foreign / Export",7.5,47,,,,,,,,2.5,"2015-06-04 22:09:02",https://untappd.com/c/189460222,https://untappd.com/beer/1199,https://untappd.com/brewery/49,Ireland,"St. James's Gate",Dublin,,,,189460222,1199,49,,3.68,3.68
Landlord,"Timothy Taylor's","Pale Ale - English",4.3,0,,,,,,,,2.75,"2015-06-04 22:09:35",https://untappd.com/c/189460351,https://untappd.com/beer/8676,https://untappd.com/brewery/2386,England,Keighley,"West Yorkshire",,,,189460351,8676,2386,,3.56,3.56
Blonde,"Saltaire Brewery","Blonde Ale",4,0,,,,,,,,4.5,"2015-06-04 22:10:04",https://untappd.com/c/189460510,https://untappd.com/beer/35225,https://untappd.com/brewery/4276,England,Shipley,"West Yorkshire",,,,189460510,35225,4276,,3.49,3.49
"Joshua Jane","Ilkley Brewery Co.","English Bitter",3.7,0,"Decent as usual",,,,,,,2.75,"2015-06-05 18:37:13",https://untappd.com/c/189722036,https://untappd.com/beer/233732,https://untappd.com/brewery/6766,England,Ilkley,"West Yorkshire",,,,189722036,233732,6766,,3.36,3.39
Boltmaker,"Timothy Taylor's","English Bitter",4,0,,,,,,,,3.75,"2015-06-07 00:58:27",https://untappd.com/c/190496123,https://untappd.com/beer/249385,https://untappd.com/brewery/2386,England,Keighley,"West Yorkshire",,,,190496123,249385,2386,,3.55,3.55
"Guinness Original (Europe)",Guinness,"Stout - Irish Dry",4.2,0,,,,,,,,2.75,"2015-06-07 00:59:03",https://untappd.com/c/190496508,https://untappd.com/beer/80574,https://untappd.com/brewery/49,Ireland,"St. James's Gate",Dublin,,,,190496508,80574,49,,3.55,3.55
"Belgian White","Blue Moon Brewing Company",Witbier,5.4,9,"First time on draft pretty goodn","The Rogue Saint",Lincoln,Lincolnshire,"United Kingdom",53.2297,-0.541915,3.25,"2015-06-07 19:36:51",https://untappd.com/c/190799019,https://untappd.com/beer/3839,https://untappd.com/brewery/127804,"United States",Denver,CO,,,,190799019,3839,127804,,3.49,3.49
"Samuel Adams Boston Lager","Boston Beer Company","Lager - Vienna",5,30,"Love ❤ this lager",,,,,,,2.75,"2015-06-07 20:16:31",https://untappd.com/c/190815960,https://untappd.com/beer/3914,https://untappd.com/brewery/157,"United States",Boston,MA,,,,190815960,3914,157,,3.42,3.42
"Lone Star Beer","Pabst Brewing Company","Lager - North American Adjunct",4.72,10,,"The Rogue Saint",Lincoln,Lincolnshire,"United Kingdom",53.2297,-0.541915,1,"2015-06-07 20:37:56",https://untappd.com/c/190826087,https://untappd.com/beer/3553,https://untappd.com/brewery/963,"United States","Los Angeles",CA,,,,190826087,3553,963,,2.86,2.86
"Barkston Bitter","Oldershaw Beers","English Bitter",3.6,0,"Okay malt is rather poor. The hop is un impressionable. No balance, poor finish",,,,,,,2,"2015-06-07 22:47:21",https://untappd.com/c/190887742,https://untappd.com/beer/330245,https://untappd.com/brewery/12459,England,Grantham,Lincolnshire,,,,190887742,330245,12459,,3.25,3.53
"Punk IPA",BrewDog,"IPA - American",5.6,35,,"The Forum (Wetherspoon)",Lincoln,Lincolnshire,"United Kingdom",53.2301,-0.538052,2.5,"2015-06-07 23:20:29",https://untappd.com/c/190904328,https://untappd.com/beer/5702,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,190904328,5702,241,,3.78,3.78
"Camden Hells Lager","Camden Town Brewery","Lager - Helles",4.6,24,"Crisp light, well balanced and fresh",,,,,,,3,"2015-06-09 21:37:05",https://untappd.com/c/191301225,https://untappd.com/beer/158571,https://untappd.com/brewery/10433,England,Enfield,London,,,,191301225,158571,10433,,3.23,3.24
"Neck Oil",Beavertown,"IPA - Session / India Session Ale",4.3,31,"One of the best ipa's I've ever had light well balanced for the style.",,,,,,,3,"2015-06-09 23:35:02",https://untappd.com/c/191330870,https://untappd.com/beer/136656,https://untappd.com/brewery/24735,England,"Tottenham Hale",London,,,,191330870,136656,24735,,3.71,3.71
"5AM Saint",BrewDog,"Red Ale - American Amber / Red",5,35,"Nice fruit berry flavour, slight malt balance. Finish is slightly dry","BrewDog Nottingham",Nottingham,Nottinghamshire,"United Kingdom",52.9541,-1.1437,3,"2015-06-10 15:10:43",https://untappd.com/c/191480089,https://untappd.com/beer/6976,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,191480089,6976,241,,3.64,3.64
"Vagabond Pale Ale",BrewDog,Gluten-Free,4.5,55,"Light hoppy crisp. Decent finish quite moist.",,,,,,,2.5,"2015-06-10 15:40:57",https://untappd.com/c/191481381,https://untappd.com/beer/904825,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,191481381,904825,241,,3.47,3.47
"B Side: Deaf Mermaid",BrewDog,"Pale Ale - American",5.2,65,"Rather pleasant for the style :)","BrewDog Nottingham",Nottingham,Nottinghamshire,"United Kingdom",52.9541,-1.1437,2.5,"2015-06-10 15:57:55",https://untappd.com/c/191482208,https://untappd.com/beer/1084880,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,191482208,1084880,241,,3.65,3.65
"Sink The Bismarck!",BrewDog,"IPA - Triple",41,0,"Nice brandy quality rather rich and strong.","BrewDog Nottingham",Nottingham,Nottinghamshire,"United Kingdom",52.9541,-1.1437,2.5,"2015-06-10 16:35:07",https://untappd.com/c/191484519,https://untappd.com/beer/6039,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,191484519,6039,241,,3.66,3.66
Hood,"Lincoln Green","English Bitter",4.2,30,"Average taste, little watery, decent balance creamy white head",,,,,,,2.75,"2015-06-10 17:37:31",https://untappd.com/c/191490385,https://untappd.com/beer/209617,https://untappd.com/brewery/30648,England,Nottingham,Nottinghamshire,,,,191490385,209617,30648,,3.43,3.49
"Infinity IPA","Blue Monkey Brewery ","IPA - American",4.6,0,"Citrus flavour, well balanced, good malt. Rather enjoyable pale","The Organ Grinder",Nottingham,Nottinghamshire,"United Kingdom",52.9565,-1.16276,3.25,"2015-06-10 18:33:25",https://untappd.com/c/191497514,https://untappd.com/beer/88263,https://untappd.com/brewery/5703,England,Giltbrook,Nottinghamshire,,,,191497514,88263,5703,,3.67,3.67
"BG Sips","Blue Monkey Brewery ","Pale Ale - English",4,0,"Light gold, okay balance, fresh gold. Decent long finish. Little bitter",,,,,,,3,"2015-06-10 18:36:12",https://untappd.com/c/191497943,https://untappd.com/beer/8124,https://untappd.com/brewery/5703,England,Giltbrook,Nottinghamshire,,,,191497943,8124,5703,,3.53,3.54
Legend,"Nottingham Brewery","English Bitter",4,0,"Sweet, biscuity well balanced, decent finish. sweet flavour on the nose","The Roebuck Inn (Wetherspoon)",Nottingham,Nottinghamshire,"United Kingdom",52.9529,-1.15207,3.5,"2015-06-10 19:53:11",https://untappd.com/c/191510343,https://untappd.com/beer/123543,https://untappd.com/brewery/5011,England,Radford,Nottingham,,,,191510343,123543,5011,https://untappd.s3.amazonaws.com/photo/2015_06_10/680a6dd3a586933bb24493093da436a8_raw.jpg,3.36,3.43
"Straight Up Amber Ale","Honest Brew","Red Ale - American Amber / Red",4.6,0,"Decent ambler, well balanced, nice malt, good finish, poor hop citrus however",,,,,,,3,"2015-06-11 19:03:27",https://untappd.com/c/191757218,https://untappd.com/beer/796230,https://untappd.com/brewery/85384,England,Penge,,,,,191757218,796230,85384,,3.39,3.51
"Lincoln Gold","Lincolnshire Craft Beers","Golden Ale",4,0,"Best gold ever probably","The Forum (Wetherspoon)",Lincoln,Lincolnshire,"United Kingdom",53.2301,-0.538052,4,"2015-06-11 22:11:59",https://untappd.com/c/191802750,https://untappd.com/beer/338743,https://untappd.com/brewery/58642,England,Barnetby,"DN38 6AA",,,,191802750,338743,58642,,3.34,3.42
"Barry Island IPA","Brains Craft Brewery","IPA - American",5,0,"Best ipa I've ever had due to its balance well rounded. Good hop flavour citra hops without to over powered and good malt flavours",,,,,,,4.25,"2015-06-15 17:45:55",https://untappd.com/c/193402129,https://untappd.com/beer/196441,https://untappd.com/brewery/45903,Wales,Cardiff,,,,,193402129,196441,45903,,3.38,3.39
"Urban IPA","Tiny Rebel Brewing Co","IPA - English",5.5,60,,,,,,,,2.75,"2015-06-15 17:46:27",https://untappd.com/c/193402177,https://untappd.com/beer/129009,https://untappd.com/brewery/16039,Wales,"Newport Docks",Newport,,,,193402177,129009,16039,,3.65,3.65
"Doom Bar","Sharp's Brewery","English Bitter",4,20,"Wouldn't be national beer day without a spilt pint of beer",,,,,,,4,"2015-06-15 19:35:23",https://untappd.com/c/193416009,https://untappd.com/beer/7552,https://untappd.com/brewery/1994,England,Rock,Cornwall,,,,193416009,7552,1994,,3.43,3.43
"Dublin Porter",Guinness,"Porter - Other",3.8,30,,,,,,,,3,"2015-06-15 20:21:31",https://untappd.com/c/193423076,https://untappd.com/beer/800412,https://untappd.com/brewery/49,Ireland,"St. James's Gate",Dublin,,,,193423076,800412,49,,3.32,3.32
"Ruby Mild","Rudgate Brewery","English Mild Ale",4.4,0,"Delicious and perfect as usual. Nutty, malty, well balanced great session ale",,,,,,,3.5,"2015-06-16 17:53:00",https://untappd.com/c/193609131,https://untappd.com/beer/33032,https://untappd.com/brewery/7469,England,Tockwith,"North Yorkshire",,,,193609131,33032,7469,,3.55,3.55
"Born To Die 04.07.2015",BrewDog,"IPA - Imperial / Double",8.5,100,"Hella bitter and strong. Unique but probably wouldn't drink again",,,,,,,2,"2015-06-16 21:56:03",https://untappd.com/c/193648217,https://untappd.com/beer/1064582,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,193648217,1064582,241,,4.2,4.14
Blondie,"Grafton Brewing Co.","Blonde Ale",4.8,0,,,,,,,,2.25,"2015-06-17 17:52:33",https://untappd.com/c/193838774,https://untappd.com/beer/76366,https://untappd.com/brewery/3418,England,Worksop,Nottinghamshire,,,,193838774,76366,3418,,3.23,3.46
Wheat,"Meantime Brewing Company",Hefeweizen,5,0,,"The Forum (Wetherspoon)",Lincoln,Lincolnshire,"United Kingdom",53.2301,-0.538052,2,"2015-06-17 17:54:09",https://untappd.com/c/193838934,https://untappd.com/beer/6871,https://untappd.com/brewery/844,England,"City of London",London,,,,193838934,6871,844,,3.39,3.41
"Malton Amber","Brass Castle Brewery","Lager - American Amber / Red",4,0,"Never had a bad beer from them and this is pretty damn good. Well balanced for the style",,,,,,,2.75,"2015-06-19 18:17:09",https://untappd.com/c/194396582,https://untappd.com/beer/1044369,https://untappd.com/brewery/16019,England,Malton,"North Yorkshire",,,,194396582,1044369,16019,,3.54,3.6
"Tetley House Ale","Joshua Tetley & Son","English Bitter",3.7,0,"Called the Lowther . Pretty shit even with a sparkler they gave me no head","The Lowther",York,"North Yorkshire","United Kingdom",53.9567,-1.08271,1.75,"2015-06-19 20:49:33",https://untappd.com/c/194445793,https://untappd.com/beer/470742,https://untappd.com/brewery/183905,England,Leeds,"West Yorkshire",,,,194445793,470742,183905,,2.95,3.07
"Desperados Original","Desperados NL","Lager - Pale",5.9,0,,"The Lowther",York,"North Yorkshire","United Kingdom",53.9567,-1.08271,3,"2015-06-19 22:29:04",https://untappd.com/c/194490758,https://untappd.com/beer/5997,https://untappd.com/brewery/1429,France,Schiltigheim,Bas-Rhin,,,,194490758,5997,1429,,3.15,3.16
"Desperados Original","Desperados NL","Lager - Pale",5.9,0,,,,,,,,3,"2015-06-19 22:30:04",https://untappd.com/c/194491173,https://untappd.com/beer/5997,https://untappd.com/brewery/1429,France,Schiltigheim,Bas-Rhin,,,,194491173,5997,1429,,3.15,3.16
"Hearty Ale","Brass Castle Brewery","English Bitter",4.4,0,"As usual. Top class brewery. Top class beer. Well balanced, amazing bitter with excellent finish. Excellent session beer. Contender for best","The House of the Trembling Madness",York,"North Yorkshire","United Kingdom",53.9613,-1.08281,3.5,"2015-06-19 23:40:10",https://untappd.com/c/194532706,https://untappd.com/beer/947815,https://untappd.com/brewery/16019,England,Malton,"North Yorkshire",,,,194532706,947815,16019,,3.51,3.61
"Brass Lager","Brass Castle Brewery","Lager - Vienna",5.3,0,"Excellent as usual my favourite lager","The House of the Trembling Madness",York,"North Yorkshire","United Kingdom",53.9613,-1.08281,4,"2015-06-21 17:56:25",https://untappd.com/c/195445741,https://untappd.com/beer/606631,https://untappd.com/brewery/16019,England,Malton,"North Yorkshire",,,,195445741,606631,16019,,3.56,3.6
"Brass Lager","Brass Castle Brewery","Lager - Vienna",5.3,0,,"The House of the Trembling Madness",York,"North Yorkshire","United Kingdom",53.9613,-1.08281,4,"2015-06-21 20:18:08",https://untappd.com/c/195505787,https://untappd.com/beer/606631,https://untappd.com/brewery/16019,England,Malton,"North Yorkshire",,,,195505787,606631,16019,,3.56,3.6
"Belgian White","Blue Moon Brewing Company",Witbier,5.4,9,,,,,,,,3.25,"2015-06-23 17:00:23",https://untappd.com/c/195988500,https://untappd.com/beer/3839,https://untappd.com/brewery/127804,"United States",Denver,CO,,,,195988500,3839,127804,,3.49,3.49
Atlantic,"Sharp's Brewery","Pale Ale - English",4.2,26,,,,,,,,3.25,"2015-06-24 16:35:30",https://untappd.com/c/196218633,https://untappd.com/beer/704689,https://untappd.com/brewery/1994,England,Rock,Cornwall,,,,196218633,704689,1994,,3.43,3.44
Junction,"Sambrook's Brewery","English Bitter",4.5,0,"Average. Poor finish, pretty well balanced.","The Flying Horse",London,"Greater London","United Kingdom",51.5165,-0.130498,2.25,"2015-06-25 14:35:58",https://untappd.com/c/196470314,https://untappd.com/beer/58665,https://untappd.com/brewery/8500,England,Battersea,"Greater London",,,,196470314,58665,8500,,3.35,3.37
Jaipur,"Thornbridge Brewery","IPA - English",5.9,55,"Pretty hoppy for the style. Decent taste.",,,,,,,3,"2015-06-26 17:10:54",https://untappd.com/c/196788310,https://untappd.com/beer/7705,https://untappd.com/brewery/2047,England,Bakewell,Derbyshire,,,,196788310,7705,2047,,3.67,3.67
"Samuel Adams Boston Lager","Boston Beer Company","Lager - Vienna",5,30,,,,,,,,2.75,"2015-06-26 17:11:16",https://untappd.com/c/196788376,https://untappd.com/beer/3914,https://untappd.com/brewery/157,"United States",Boston,MA,,,,196788376,3914,157,,3.42,3.42
"Barry Island IPA","Brains Craft Brewery","IPA - American",5,0,"So so so so so good. I don't like the style but I love this drink",,,,,,,4.25,"2015-06-26 19:11:44",https://untappd.com/c/196818558,https://untappd.com/beer/196441,https://untappd.com/brewery/45903,Wales,Cardiff,,,,,196818558,196441,45903,,3.38,3.39
"Barry Island IPA","Brains Craft Brewery","IPA - American",5,0,,,,,,,,4.25,"2015-06-27 16:54:40",https://untappd.com/c/197249738,https://untappd.com/beer/196441,https://untappd.com/brewery/45903,Wales,Cardiff,,,,,197249738,196441,45903,,3.38,3.39
"Bomber County","Lincolnshire Craft Beers","Extra Special / Strong Bitter",4.8,0,"Great red bitter. Very earthy in flavour, malty on the nose and taste. Subtle berry hint and toffee from caramel malt. Excellent finish",,,,,,,3.25,"2015-06-27 20:04:53",https://untappd.com/c/197345325,https://untappd.com/beer/333803,https://untappd.com/brewery/58642,England,Barnetby,"DN38 6AA",,,,197345325,333803,58642,,3.44,3.5
"Sapporo Premium Beer","Sapporo Breweries","Lager - Pale",4.7,24,"Bottled. Light, lacking character. Not had this exact style before but this lager could easily fall into a American light lager category.",,,,,,,1.5,"2015-06-27 21:59:27",https://untappd.com/c/197432657,https://untappd.com/beer/17636,https://untappd.com/brewery/4779,Japan,Shibuya-ku,Tokyo,,,,197432657,17636,4779,,3.16,3.16
"5AM Saint",BrewDog,"Red Ale - American Amber / Red",5,35,,,,,,,,3,"2015-06-30 22:21:08",https://untappd.com/c/198413680,https://untappd.com/beer/6976,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,198413680,6976,241,,3.64,3.64
Blonde,"Saltaire Brewery","Blonde Ale",4,0,"Perfect after a bottle of home brew",,,,,,,4.5,"2015-06-30 22:21:38",https://untappd.com/c/198413857,https://untappd.com/beer/35225,https://untappd.com/brewery/4276,England,Shipley,"West Yorkshire",,,,198413857,35225,4276,,3.49,3.49
"Ilkley Black","Ilkley Brewery Co.","English Mild Ale",3.7,0,,,,,,,,2,"2015-07-01 18:57:36",https://untappd.com/c/198623443,https://untappd.com/beer/36557,https://untappd.com/brewery/6766,England,Ilkley,"West Yorkshire",,,,198623443,36557,6766,,3.47,3.5
"Epic Saison","The Wild Beer Co","Saison / Farmhouse Ale",5,48,"First Saison. Was okay.",,,,,,,2.25,"2015-07-01 18:58:52",https://untappd.com/c/198623629,https://untappd.com/beer/259506,https://untappd.com/brewery/41559,England,Evercreech,Somerset,,,,198623629,259506,41559,,3.49,3.49
"Ash Brook Red Lager","Marks & Spencer","Lager - American Amber / Red",4.7,0,"Great hint of fruit. Berry flavours, interesting three malt profile.  Rather nice take on the style",,,,,,,3,"2015-07-01 19:07:30",https://untappd.com/c/198625360,https://untappd.com/beer/1126708,https://untappd.com/brewery/242395,England,"City of London",London,,,,198625360,1126708,242395,,3.21,3.32
"Lowland Glen Amber","Marks & Spencer","Red Ale - American Amber / Red",4.5,20,"Rather refreshing",,,,,,,3.25,"2015-07-01 21:13:24",https://untappd.com/c/198654272,https://untappd.com/beer/1120218,https://untappd.com/brewery/242395,England,"City of London",London,,,,198654272,1120218,242395,,3.32,3.38
"Summer Blonde","River Horse Brewing Co.","Blonde Ale",4.5,0,,,,,,,,1.5,"2015-07-02 00:35:28",https://untappd.com/c/198728886,https://untappd.com/beer/5465,https://untappd.com/brewery/1058,"United States",Ewing,NJ,,,,198728886,5465,1058,,3.4,3.4
"Battersea Rye","Sambrook's Brewery","Rye Beer",4.5,0,,,,,,,,2,"2015-07-02 00:35:46",https://untappd.com/c/198729178,https://untappd.com/beer/447705,https://untappd.com/brewery/8500,England,Battersea,"Greater London",,,,198729178,447705,8500,,3.39,3.41
"Delirium Tremens","Huyghe Brewery","Belgian Strong Golden Ale",8.5,26,"One of the best beers in the world apparently","The Strait and Narrow",Lincoln,Lincolnshire,"United Kingdom",53.2318,-0.539185,3.25,"2015-07-02 01:10:00",https://untappd.com/c/198746470,https://untappd.com/beer/4485,https://untappd.com/brewery/285,Belgium,Melle,Oost-Vlaanderen,,,,198746470,4485,285,,3.91,3.91
